scientific_name,park_name,observations,common_names,category,conservation_status
Pseudotsuga menziesii var. glauca,Yellowstone National Park,241,"Blue Douglas-Fir, Colorado Douglas-Fir, Douglas-Fir, Inland Douglas-Fir, Rocky Mountain Douglas-Fir",Vascular Plant,Not Protected
Pseudotsuga menziesii var. glauca,Yosemite National Park,152,"Blue Douglas-Fir, Colorado Douglas-Fir, Douglas-Fir, Inland Douglas-Fir, Rocky Mountain Douglas-Fir",Vascular Plant,Not Protected
Pseudotsuga menziesii var. menziesii,Bryce National Park,112,"Coast Douglas-Fir, Douglas-Fir",Vascular Plant,Not Protected
Pseudotsuga menziesii var. menziesii,Great Smoky Mountains National Park,74,"Coast Douglas-Fir, Douglas-Fir",Vascular Plant,Not Protected
Pseudotsuga menziesii var. menziesii,Yellowstone National Park,246,"Coast Douglas-Fir, Douglas-Fir",Vascular Plant,Not Protected
Pseudotsuga menziesii var. menziesii,Yosemite National Park,180,"Coast Douglas-Fir, Douglas-Fir",Vascular Plant,Not Protected
Psilocarphus brevissimus var. brevissimus,Bryce National Park,113,Short Woollyheads,Vascular Plant,Not Protected
Psilocarphus brevissimus var. brevissimus,Great Smoky Mountains National Park,72,Short Woollyheads,Vascular Plant,Not Protected
Psilocarphus brevissimus var. brevissimus,Yellowstone National Park,238,Short Woollyheads,Vascular Plant,Not Protected
Psilocarphus brevissimus var. brevissimus,Yosemite National Park,154,Short Woollyheads,Vascular Plant,Not Protected
Psilocarphus oregonus,Bryce National Park,104,Oregon Woollyheads,Vascular Plant,Not Protected
Psilocarphus oregonus,Great Smoky Mountains National Park,58,Oregon Woollyheads,Vascular Plant,Not Protected
Psilocarphus oregonus,Yellowstone National Park,232,Oregon Woollyheads,Vascular Plant,Not Protected
Psilocarphus oregonus,Yosemite National Park,128,Oregon Woollyheads,Vascular Plant,Not Protected
Psilocarphus tenellus var. tenellus,Bryce National Park,111,Slender Woollyheads,Vascular Plant,Not Protected
Psilocarphus tenellus var. tenellus,Great Smoky Mountains National Park,123,Slender Woollyheads,Vascular Plant,Not Protected
Psilocarphus tenellus var. tenellus,Yellowstone National Park,200,Slender Woollyheads,Vascular Plant,Not Protected
Psilocarphus tenellus var. tenellus,Yosemite National Park,143,Slender Woollyheads,Vascular Plant,Not Protected
Psiloscops flammeolus,Bryce National Park,134,Flammulated Owl,Bird,Not Protected
Psiloscops flammeolus,Great Smoky Mountains National Park,58,Flammulated Owl,Bird,Not Protected
Psiloscops flammeolus,Yellowstone National Park,248,Flammulated Owl,Bird,Not Protected
Psiloscops flammeolus,Yosemite National Park,147,Flammulated Owl,Bird,Not Protected
Ptelea trifoliata,Bryce National Park,93,Common Hoptree,Vascular Plant,Not Protected
Ptelea trifoliata,Great Smoky Mountains National Park,44,Common Hoptree,Vascular Plant,Not Protected
Ptelea trifoliata,Yellowstone National Park,268,Common Hoptree,Vascular Plant,Not Protected
Ptelea trifoliata,Yosemite National Park,154,Common Hoptree,Vascular Plant,Not Protected
Pteridium aquilinum,Bryce National Park,110,"Bracken, Bracken Fern, Brackenfern, Northern Bracken Fern, Western Brackenfern",Vascular Plant,Not Protected
Pteridium aquilinum,Great Smoky Mountains National Park,91,"Bracken, Bracken Fern, Brackenfern, Northern Bracken Fern, Western Brackenfern",Vascular Plant,Not Protected
Pteridium aquilinum,Yellowstone National Park,250,"Bracken, Bracken Fern, Brackenfern, Northern Bracken Fern, Western Brackenfern",Vascular Plant,Not Protected
Pteridium aquilinum,Yosemite National Park,122,"Bracken, Bracken Fern, Brackenfern, Northern Bracken Fern, Western Brackenfern",Vascular Plant,Not Protected
Pteridium aquilinum var. latiusculum,Bryce National Park,95,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. latiusculum,Great Smoky Mountains National Park,29,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. latiusculum,Yellowstone National Park,244,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. latiusculum,Yosemite National Park,126,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. pseudocaudatum,Bryce National Park,146,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. pseudocaudatum,Great Smoky Mountains National Park,59,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. pseudocaudatum,Yellowstone National Park,229,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. pseudocaudatum,Yosemite National Park,156,Bracken Fern,Vascular Plant,Not Protected
Pteridium aquilinum var. pubescens,Bryce National Park,122,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern",Vascular Plant,Not Protected
Pteridium aquilinum var. pubescens,Great Smoky Mountains National Park,99,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern",Vascular Plant,Not Protected
Pteridium aquilinum var. pubescens,Yellowstone National Park,221,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern",Vascular Plant,Not Protected
Pteridium aquilinum var. pubescens,Yosemite National Park,169,"Eagle Fern, Hairy Brackenfern, Western Bracken, Western Brackenfern",Vascular Plant,Not Protected
Pterigynandrum filiforme,Bryce National Park,93,Pterigynandrum Moss,Nonvascular Plant,Not Protected
Pterigynandrum filiforme,Great Smoky Mountains National Park,97,Pterigynandrum Moss,Nonvascular Plant,Not Protected
Pterigynandrum filiforme,Yellowstone National Park,248,Pterigynandrum Moss,Nonvascular Plant,Not Protected
Pterigynandrum filiforme,Yosemite National Park,125,Pterigynandrum Moss,Nonvascular Plant,Not Protected
Pterigynandrum sharpii,Bryce National Park,124,Mount Leconte Moss,Nonvascular Plant,Not Protected
Pterigynandrum sharpii,Great Smoky Mountains National Park,65,Mount Leconte Moss,Nonvascular Plant,Not Protected
Pterigynandrum sharpii,Yellowstone National Park,212,Mount Leconte Moss,Nonvascular Plant,Not Protected
Pterigynandrum sharpii,Yosemite National Park,152,Mount Leconte Moss,Nonvascular Plant,Not Protected
Pterospora andromedea,Bryce National Park,81,"Giant Bird's Nest, Giant Pinedrops, Woodland Pinedrops",Vascular Plant,Not Protected
Pterospora andromedea,Great Smoky Mountains National Park,45,"Giant Bird's Nest, Giant Pinedrops, Woodland Pinedrops",Vascular Plant,Not Protected
Pterospora andromedea,Yellowstone National Park,262,"Giant Bird's Nest, Giant Pinedrops, Woodland Pinedrops",Vascular Plant,Not Protected
Pterospora andromedea,Yosemite National Park,145,"Giant Bird's Nest, Giant Pinedrops, Woodland Pinedrops",Vascular Plant,Not Protected
Pterostegia drymarioides,Bryce National Park,80,"Woodland Pterostegia, Woodland Threadstem",Vascular Plant,Not Protected
Pterostegia drymarioides,Great Smoky Mountains National Park,117,"Woodland Pterostegia, Woodland Threadstem",Vascular Plant,Not Protected
Pterostegia drymarioides,Yellowstone National Park,276,"Woodland Pterostegia, Woodland Threadstem",Vascular Plant,Not Protected
Pterostegia drymarioides,Yosemite National Park,136,"Woodland Pterostegia, Woodland Threadstem",Vascular Plant,Not Protected
Ptilagrostis kingii,Bryce National Park,119,Sierra False Needlegrass,Vascular Plant,Not Protected
Ptilagrostis kingii,Great Smoky Mountains National Park,112,Sierra False Needlegrass,Vascular Plant,Not Protected
Ptilagrostis kingii,Yellowstone National Park,238,Sierra False Needlegrass,Vascular Plant,Not Protected
Ptilagrostis kingii,Yosemite National Park,132,Sierra False Needlegrass,Vascular Plant,Not Protected
Ptilium crista-castrensis,Bryce National Park,109,Knights Plume Moss,Nonvascular Plant,Not Protected
Ptilium crista-castrensis,Great Smoky Mountains National Park,109,Knights Plume Moss,Nonvascular Plant,Not Protected
Ptilium crista-castrensis,Yellowstone National Park,232,Knights Plume Moss,Nonvascular Plant,Not Protected
Ptilium crista-castrensis,Yosemite National Park,112,Knights Plume Moss,Nonvascular Plant,Not Protected
Ptychocheilus grandis,Bryce National Park,76,Sacramento Pikeminnow,Fish,Not Protected
Ptychocheilus grandis,Great Smoky Mountains National Park,102,Sacramento Pikeminnow,Fish,Not Protected
Ptychocheilus grandis,Yellowstone National Park,222,Sacramento Pikeminnow,Fish,Not Protected
Ptychocheilus grandis,Yosemite National Park,186,Sacramento Pikeminnow,Fish,Not Protected
Ptychomitrium incurvum,Bryce National Park,100,Ptychomitrium Moss,Nonvascular Plant,Not Protected
Ptychomitrium incurvum,Great Smoky Mountains National Park,59,Ptychomitrium Moss,Nonvascular Plant,Not Protected
Ptychomitrium incurvum,Yellowstone National Park,245,Ptychomitrium Moss,Nonvascular Plant,Not Protected
Ptychomitrium incurvum,Yosemite National Park,128,Ptychomitrium Moss,Nonvascular Plant,Not Protected
Puccinellia distans,Bryce National Park,64,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",Vascular Plant,Not Protected
Puccinellia distans,Great Smoky Mountains National Park,68,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",Vascular Plant,Not Protected
Puccinellia distans,Yellowstone National Park,246,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",Vascular Plant,Not Protected
Puccinellia distans,Yosemite National Park,113,"European Alkaligrass, Spreading Alkali Grass, Weeping Alkaligrass",Vascular Plant,Not Protected
Puccinellia nuttalliana,Bryce National Park,86,"Nuttall Alkaligrass, Nuttall's Alkaligrass",Vascular Plant,Not Protected
Puccinellia nuttalliana,Great Smoky Mountains National Park,48,"Nuttall Alkaligrass, Nuttall's Alkaligrass",Vascular Plant,Not Protected
Puccinellia nuttalliana,Yellowstone National Park,243,"Nuttall Alkaligrass, Nuttall's Alkaligrass",Vascular Plant,Not Protected
Puccinellia nuttalliana,Yosemite National Park,169,"Nuttall Alkaligrass, Nuttall's Alkaligrass",Vascular Plant,Not Protected
Pueraria montana var. lobata,Bryce National Park,109,Kudzu,Vascular Plant,Not Protected
Pueraria montana var. lobata,Great Smoky Mountains National Park,85,Kudzu,Vascular Plant,Not Protected
Pueraria montana var. lobata,Yellowstone National Park,272,Kudzu,Vascular Plant,Not Protected
Pueraria montana var. lobata,Yosemite National Park,125,Kudzu,Vascular Plant,Not Protected
Puma concolor,Bryce National Park,311,"Cougar, Mountain Lion, Puma, Mountain Lion, Panther (Mountain Lion)",Mammal,Not Protected
Puma concolor,Great Smoky Mountains National Park,239,"Cougar, Mountain Lion, Puma, Mountain Lion, Panther (Mountain Lion)",Mammal,Not Protected
Puma concolor,Yellowstone National Park,753,"Cougar, Mountain Lion, Puma, Mountain Lion, Panther (Mountain Lion)",Mammal,Not Protected
Puma concolor,Yosemite National Park,408,"Cougar, Mountain Lion, Puma, Mountain Lion, Panther (Mountain Lion)",Mammal,Not Protected
Purshia tridentata,Bryce National Park,107,Antelope Bitterbrush,Vascular Plant,Not Protected
Purshia tridentata,Great Smoky Mountains National Park,92,Antelope Bitterbrush,Vascular Plant,Not Protected
Purshia tridentata,Yellowstone National Park,221,Antelope Bitterbrush,Vascular Plant,Not Protected
Purshia tridentata,Yosemite National Park,164,Antelope Bitterbrush,Vascular Plant,Not Protected
Pycnanthemum beadlei,Bryce National Park,39,Beadle's Mountainmint,Vascular Plant,Not Protected
Pycnanthemum beadlei,Great Smoky Mountains National Park,64,Beadle's Mountainmint,Vascular Plant,Not Protected
Pycnanthemum beadlei,Yellowstone National Park,232,Beadle's Mountainmint,Vascular Plant,Not Protected
Pycnanthemum beadlei,Yosemite National Park,136,Beadle's Mountainmint,Vascular Plant,Not Protected
Pycnanthemum californicum,Bryce National Park,82,Sierra Mint,Vascular Plant,Not Protected
Pycnanthemum californicum,Great Smoky Mountains National Park,118,Sierra Mint,Vascular Plant,Not Protected
Pycnanthemum californicum,Yellowstone National Park,235,Sierra Mint,Vascular Plant,Not Protected
Pycnanthemum californicum,Yosemite National Park,122,Sierra Mint,Vascular Plant,Not Protected
Pycnanthemum incanum,Bryce National Park,96,Hoary Mountainmint,Vascular Plant,Not Protected
Pycnanthemum incanum,Great Smoky Mountains National Park,70,Hoary Mountainmint,Vascular Plant,Not Protected
Pycnanthemum incanum,Yellowstone National Park,275,Hoary Mountainmint,Vascular Plant,Not Protected
Pycnanthemum incanum,Yosemite National Park,160,Hoary Mountainmint,Vascular Plant,Not Protected
Pycnanthemum loomisii,Bryce National Park,100,Hoary Mountain-Mint,Vascular Plant,Not Protected
Pycnanthemum loomisii,Great Smoky Mountains National Park,101,Hoary Mountain-Mint,Vascular Plant,Not Protected
Pycnanthemum loomisii,Yellowstone National Park,242,Hoary Mountain-Mint,Vascular Plant,Not Protected
Pycnanthemum loomisii,Yosemite National Park,166,Hoary Mountain-Mint,Vascular Plant,Not Protected
Pycnanthemum montanum,Bryce National Park,75,"Mountain-Mint, Single-Haired Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum montanum,Great Smoky Mountains National Park,87,"Mountain-Mint, Single-Haired Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum montanum,Yellowstone National Park,247,"Mountain-Mint, Single-Haired Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum montanum,Yosemite National Park,152,"Mountain-Mint, Single-Haired Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum muticum,Bryce National Park,90,"Blunt Mountainmint, Clustered Mountainmint",Vascular Plant,Not Protected
Pycnanthemum muticum,Great Smoky Mountains National Park,74,"Blunt Mountainmint, Clustered Mountainmint",Vascular Plant,Not Protected
Pycnanthemum muticum,Yellowstone National Park,223,"Blunt Mountainmint, Clustered Mountainmint",Vascular Plant,Not Protected
Pycnanthemum muticum,Yosemite National Park,174,"Blunt Mountainmint, Clustered Mountainmint",Vascular Plant,Not Protected
Pycnanthemum pycnanthemoides,Bryce National Park,97,Southern Mountainmint,Vascular Plant,Not Protected
Pycnanthemum pycnanthemoides,Great Smoky Mountains National Park,94,Southern Mountainmint,Vascular Plant,Not Protected
Pycnanthemum pycnanthemoides,Yellowstone National Park,253,Southern Mountainmint,Vascular Plant,Not Protected
Pycnanthemum pycnanthemoides,Yosemite National Park,169,Southern Mountainmint,Vascular Plant,Not Protected
Pycnanthemum tenuifolium,Bryce National Park,97,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum tenuifolium,Great Smoky Mountains National Park,63,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum tenuifolium,Yellowstone National Park,252,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum tenuifolium,Yosemite National Park,182,"Narrow-Leaved Mountain-Mint, Slender Mountain-Mint",Vascular Plant,Not Protected
Pycnanthemum virginianum,Bryce National Park,141,Virginia Mountainmint,Vascular Plant,Not Protected
Pycnanthemum virginianum,Great Smoky Mountains National Park,100,Virginia Mountainmint,Vascular Plant,Not Protected
Pycnanthemum virginianum,Yellowstone National Park,218,Virginia Mountainmint,Vascular Plant,Not Protected
Pycnanthemum virginianum,Yosemite National Park,153,Virginia Mountainmint,Vascular Plant,Not Protected
Pylaisiadelpha tenuirostris,Bryce National Park,127,Pylaisiadelpha Moss,Nonvascular Plant,Not Protected
Pylaisiadelpha tenuirostris,Great Smoky Mountains National Park,35,Pylaisiadelpha Moss,Nonvascular Plant,Not Protected
Pylaisiadelpha tenuirostris,Yellowstone National Park,280,Pylaisiadelpha Moss,Nonvascular Plant,Not Protected
Pylaisiadelpha tenuirostris,Yosemite National Park,128,Pylaisiadelpha Moss,Nonvascular Plant,Not Protected
Pylaisiella intricata,Bryce National Park,89,Intricate Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella intricata,Great Smoky Mountains National Park,63,Intricate Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella intricata,Yellowstone National Park,242,Intricate Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella intricata,Yosemite National Park,122,Intricate Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella polyantha,Bryce National Park,100,Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella polyantha,Great Smoky Mountains National Park,126,Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella polyantha,Yellowstone National Park,273,Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella polyantha,Yosemite National Park,170,Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella selwynii,Bryce National Park,89,Selwyn's Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella selwynii,Great Smoky Mountains National Park,44,Selwyn's Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella selwynii,Yellowstone National Park,236,Selwyn's Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylaisiella selwynii,Yosemite National Park,141,Selwyn's Pylaisiella Moss,Nonvascular Plant,Not Protected
Pylodictis olivaris,Bryce National Park,89,Flathead Catfish,Fish,Not Protected
Pylodictis olivaris,Great Smoky Mountains National Park,77,Flathead Catfish,Fish,Not Protected
