scientific_name,common_names,category,conservation_status
Stenotus acaulis,"Stemless Goldenweed, Stemless Mock Goldenweed",Vascular Plant,
Stephanomeria lactucina,"Creeping Wirelettuce, Lettuce Wirelettuce",Vascular Plant,
Stephanomeria runcinata,"Desert Wirelettuce, Flowering-Straw",Vascular Plant,
Stephanomeria tenuifolia,"Lesser Wirelettuce, Narrowleaf Wirelettuce, Uinta Wirelettuce, Wright's Wirelettuce",Vascular Plant,
Stephanomeria virgata ssp. pleurocarpa,Wand Wirelettuce,Vascular Plant,
Stercorarius parasiticus,Parasitic Jaeger,Bird,
Sterna caspia,Caspian Tern,Bird,
Sterna forsteri,Forster's Tern,Bird,
Sterna fuscata,Sooty Tern,Bird,
Sterna hirundo,Common Tern,Bird,Species of Concern
Sterna paradisaea,Arctic Tern,Bird,
Sternotherus minor peltifer,"Stripeneck Musk Turtle, Stripe-Necked Musk Turtle",Reptile,
Sternotherus odoratus,Common Musk Turtle,Reptile,
Stewartia ovata,"Mountain Camellia, Mountain Stewartia",Vascular Plant,
Stizostedion canadense,Sauger,Fish,
Stizostedion vitreum,Walleye,Fish,
Storeria dekayi dekayi,Northern Brown Snake,Reptile,
Storeria dekayi wrightorum,Midland Brown Snake,Reptile,
Storeria occipitomaculata occipitomaculata,Northern Redbelly Snake,Reptile,
Streptanthus diversifolius,"Variableleaf Jewelflower, Variedleaf Twistflower",Vascular Plant,
Streptanthus tortuosus,"Mountain Twistflower, Shieldplant",Vascular Plant,
Streptanthus tortuosus var. orbiculatus,Shieldplant,Vascular Plant,
Streptanthus tortuosus var. tortuosus,Shieldplant,Vascular Plant,
Streptopelia decaocto,"Eurasian Collared Dove, Eurasian Collared Dove, Eurasian Collared-Dove, Eurasian Collared-Dove",Bird,
Streptopus amplexifolius,"Clasping Twistedstalk, Claspleaf Twistedstalk, Twisted Stalk",Vascular Plant,
Streptopus amplexifolius var. amplexifolius,"American Twistedstalk, Claspleaf Twistedstalk",Vascular Plant,
Streptopus lanceolatus var. lanceolatus,Twistedstalk,Vascular Plant,
Streptopus lanceolatus var. roseus,Twistedstalk,Vascular Plant,
Streptopus roseus,"Rose Twisted-Stalk, Rosy Twisted-Stalk",Vascular Plant,
Strix nebulosa,"Great Gray Owl, Great Gray Owl, Great Grey Owl",Bird,
Strix occidentalis,Spotted Owl,Bird,
Strix varia,Barred Owl,Bird,
Strophostyles helvula,Trailing Fuzzybean,Vascular Plant,
Strophostyles umbellata,"Pink Wild-Bean, Wild-Bean",Vascular Plant,
Stuckenia filiformis ssp. alpinus,"Fineleaf Pondweed, Northern Slender Pondweed",Vascular Plant,
Stuckenia filiformis ssp. occidentalis,"Slender Pondweed, Western Fineleaf Pondweed",Vascular Plant,
Stuckenia vaginata,Sheathed Pondweed,Vascular Plant,
Sturnella magna,Eastern Meadowlark,Bird,
Sturnella neglecta,Western Meadowlark,Bird,
Sturnus vulgaris,"Common Starling, European Starling, European Starling",Bird,
Stylophorum diphyllum,Celandine Poppy,Vascular Plant,
Stylosanthes biflora,"Pencil Flower, Pencilflower",Vascular Plant,
Styrax grandifolius,Bigleaf Snowbell,Vascular Plant,
Suaeda calceoliformis,"Paiuteweed, Pursh Seepweed, Western Seepweed",Vascular Plant,
Subularia aquatica,"American Awlwort, Waterawlwort",Vascular Plant,
Subularia aquatica var. americana,"American Awlwort, American Waterawlwort",Vascular Plant,
Sus scrofa,"Feral Hog, Wild Pig, Pig, Pig (Feral), Wild Boar, Wild Boar",Mammal,
Swertia perennis,"Alpinebog Swertia, Felwort, Star Gentian",Vascular Plant,
Sylvilagus audubonii,Desert Cottontail,Mammal,
Sylvilagus bachmani,Brush Rabbit,Mammal,Species of Concern
Sylvilagus floridanus,Eastern Cottontail,Mammal,
Sylvilagus nuttallii,Mountain Cottontail,Mammal,
Sylvilagus obscurus,Appalachian Cottontail,Mammal,
Sylvilagus transitionalis,New England Cottontail,Mammal,
Symphoricarpos albus var. laevigatus,Common Snowberry,Vascular Plant,
Symphoricarpos mollis,Creeping Snowberry,Vascular Plant,
Symphoricarpos occidentalis,"Western Snowberry, Wolfberry",Vascular Plant,
Symphoricarpos orbiculatus,"Coralberry, Coral-Berry",Vascular Plant,
Symphoricarpos oreophilus var. utahensis,Utah Snowberry,Vascular Plant,
Symphoricarpos rotundifolius var. rotundifolius,Roundleaf Snowberry,Vascular Plant,
Symphyotrichum ascendens,Western Aster,Vascular Plant,
Symphyotrichum boreale,Northern Bog Aster,Vascular Plant,
Symphyotrichum campestre,Western Meadow Aster,Vascular Plant,
Symphyotrichum ciliatum,Rayless Alkali Aster,Vascular Plant,
Symphyotrichum concolor,Eastern Silver Aster,Vascular Plant,
Symphyotrichum cordifolium,Common Blue Wood Aster,Vascular Plant,
Symphyotrichum divaricatum,Southern Annual Saltmarsh Aster,Vascular Plant,
Symphyotrichum dumosum var. dumosum,Rice Button Aster,Vascular Plant,
Symphyotrichum eatonii,Eaton's Aster,Vascular Plant,
Symphyotrichum falcatum var. commutatum,White Prairie Aster,Vascular Plant,
Symphyotrichum foliaceum var. apricum,Alpine Leafybract Aster,Vascular Plant,
Symphyotrichum foliaceum var. canbyi,Canby's Aster,Vascular Plant,
Symphyotrichum foliaceum var. parryi,Parry's Aster,Vascular Plant,
Symphyotrichum frondosum,Short-Rayed Alkali Aster,Vascular Plant,
Symphyotrichum laeve var. laeve,Smooth Blue Aster,Vascular Plant,
Symphyotrichum lanceolatum var. hesperium,White Panicle Aster,Vascular Plant,
Symphyotrichum lateriflorum var. lateriflorum,Calico Aster,Vascular Plant,
Symphyotrichum lowrieanum,Lowrie's Blue Wood Aster,Vascular Plant,
Symphyotrichum novae-angliae,New England Aster,Vascular Plant,
Symphyotrichum oblongifolium,Aromatic Aster,Vascular Plant,
Symphyotrichum patens var. patens,Late Purple Aster,Vascular Plant,
Symphyotrichum phlogifolium,Thinleaf Late Purple Aster,Vascular Plant,
Symphyotrichum pilosum var. pilosum,Hairy White Oldfield Aster,Vascular Plant,
Symphyotrichum prenanthoides,Crookedstem Aster,Vascular Plant,
Symphyotrichum puniceum var. puniceum,Purplestem Aster,Vascular Plant,
Symphyotrichum retroflexum,Rigid Whitetop Aster,Vascular Plant,
Symphyotrichum shortii,Short's Aster,Vascular Plant,
Symphyotrichum spathulatum,Western Mountain Aster,Vascular Plant,
Symphyotrichum undulatum,"Wavyleaf Aster, Waxyleaf Aster",Vascular Plant,
Symphyotrichum urophyllum,White Arrowleaf Aster,Vascular Plant,
Symplocos tinctoria,"Horse-Sugar, Sweetleaf",Vascular Plant,
Synandra hispidula,"Gyandotte Beauty, Synandra",Vascular Plant,
Synaptomys cooperi,Southern Bog Lemming,Mammal,
Synaptomys cooperi stonei,Stone's Southern Bog Lemming,Mammal,
Syringa vulgaris,Common Lilac,Vascular Plant,
Tachycineta bicolor,Tree Swallow,Bird,Species of Concern
Tachycineta thalassina,Violet-Green Swallow,Bird,
Tadarida brasiliensis,Mexican Free-Tailed Bat,Mammal,
Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",Vascular Plant,
Tamarix chinensis,"China Tamarisk, Chinese Saltcedar, Chinese Tamarisk, Fivestamen Tamarisk, Five-Stamen Tamarisk, Saltcedar, Tamarisk, Tamarix",Vascular Plant,
Tamias alpinus,Alpine Chipmunk,Mammal,
Tamias amoenus,Yellow-Pine Chipmunk,Mammal,
Tamias merriami,Merriam's Chipmunk,Mammal,
Tamias minimus,Least Chipmunk,Mammal,
Tamias quadrimaculatus,Long-Eared Chipmunk,Mammal,
Tamias senex,"Allen's Chipmunk, Shadow Chipmunk",Mammal,
Tamias speciosus,Lodgepole Chipmunk,Mammal,
Tamias striatus,Eastern Chipmunk,Mammal,
Tamias umbrinus,"Uinta Chipmunk, Inyo Chipmunk",Mammal,
Tamiasciurus douglasii,Chickaree,Mammal,
Tamiasciurus hudsonicus,Red Squirrel,Mammal,
Tanacetum parthenium,Feverfew,Vascular Plant,
Tanacetum vulgare,"Common Tansy, Common Tansy, Garden Tansy, Golden-Buttons, Tansy",Vascular Plant,
Tantilla coronata,Southeastern Crowned Snake,Reptile,
Taraxacum ceratophorum,"Common Dandelion, Woolbearing Dandelion",Vascular Plant,
Taraxacum eriophorum,Woolbearing Dandelion,Vascular Plant,
Taraxacum laevigatum,"Red-Seeded Dandelion, Red-Seed Dandelion, Rock Dandelion",Vascular Plant,
Taraxacum officinale,"Brown-Seed Dandelion, Common Dandelion, Blowball, Common Dandelion, Dandelion, Faceclock",Vascular Plant,
Taraxacum scopulorum,Harp Dandelion,Vascular Plant,
Taricha sierrae,Sierra Newt,Amphibian,
Tauschia hartwegii,Hartweg's Umbrellawort,Vascular Plant,
Taxidea taxus,"American Badger, Badger, Badger",Mammal,Species of Concern
Taxiphyllum deplanatum,Taxiphyllum Moss,Nonvascular Plant,
Taxiphyllum taxirameum,Taxiphyllum Moss,Nonvascular Plant,
Telesonix heucheriformis,Alumroot Brookfoam,Vascular Plant,
Tephrosia spicata,"Spike Goat's Rue, Spiked Hoary-Pea",Vascular Plant,
Tephrosia virginiana,"Goat's Rue, Goat's-Rue",Vascular Plant,
Terrapene carolina carolina,Eastern Box Turtle,Reptile,
Tetradymia canescens,"Gray Horsebrush, Spineless Horsebrush",Vascular Plant,
Tetradymia spinosa,"Shortspine Horsebrush, Spiny Horsebrush",Vascular Plant,
Tetragonotheca helianthoides,"Pineland Nerveray, Pineland Squarehead",Vascular Plant,
Tetraphis pellucida,Tetraphis Moss,Nonvascular Plant,
Tetrodontium brownianum,Brown's Tetrodontium Moss,Nonvascular Plant,
Teucrium canadense var. canadense,"American Germander, Canada Germander",Vascular Plant,
Teucrium canadense var. virginicum,Wood-Sage,Vascular Plant,
Thalictrum alpinum,"Alpine Meadowrue, Alpine Meadow-Rue",Vascular Plant,
Thalictrum clavatum,"Brook Meadowrue, Mountain Meadow-Rue",Vascular Plant,
Thalictrum coriaceum,"Leatherleaf Meadowrue, Stalked-Fruited Meadowrue",Vascular Plant,
Thalictrum dioicum,Early Meadowrue,Vascular Plant,
Thalictrum fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",Vascular Plant,
Thalictrum fendleri var. fendleri,"Fendler's Meadowrue, Fendler's Meadow-Rue",Vascular Plant,
Thalictrum fendleri var. polycarpum,"Fendler's Meadow-Rue, Manyfruit Meadowrue",Vascular Plant,
Thalictrum occidentale,"Western Meadowrue, Western Meadow-Rue",Vascular Plant,
Thalictrum pubescens,King Of The Meadow,Vascular Plant,
Thalictrum revolutum,"Waxleaf Meadowrue, Waxyleaf Meadowrue",Vascular Plant,
Thalictrum sparsiflorum,"Fewflower Meadowrue, Fewflower Meadow-Rue",Vascular Plant,
Thalictrum sparsiflorum var. saximontanum,"Fewflower Meadowrue, Fewflower Meadow-Rue",Vascular Plant,
Thalictrum thalictroides,"Rue-Anemone, Windflower",Vascular Plant,
Thalictrum venulosum,"Veiny Meadowrue, Veiny Meadow-Rue, Veiny-Leaf Meadow-Rue",Vascular Plant,
Thamnobryum alleghaniense,Allegany Thamnobryum Moss,Nonvascular Plant,
Thamnophis couchii,Sierra (Aquatic) Garter Snake,Reptile,
Thamnophis elegans elegans,Mountain (Terrestrial) Garter Snake,Reptile,
Thamnophis elegans vagrans,Wandering Garter Snake,Reptile,
Thamnophis sirtalis fitchi,Valley Garter Snake,Reptile,
Thamnophis sirtalis sirtalis,Common Garter Snake,Reptile,
Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Vascular Plant,
Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",Vascular Plant,
Thaspium trifoliatum,Purple Meadowparsnip,Vascular Plant,
Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",Vascular Plant,
Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,Vascular Plant,
Thelia hirtella,Thelia Moss,Nonvascular Plant,
Thelypodium integrifolium,"Entireleaf Thelypody, Entire-Leaf Thelypody, Entireleaved Thelypody, Smoothleaved Thelypody",Vascular Plant,
Thelypodium paniculatum,Northwestern Thelypody,Vascular Plant,
Thelypodium sagittatum,"Arrow Thelypody, Slender Thelypody",Vascular Plant,
Thelypteris noveboracensis,New York Fern,Vascular Plant,
Thelypteris palustris var. pubescens,Eastern Marsh Fern,Vascular Plant,
Thelypteris simulata,Bog Fern,Vascular Plant,
Thermopsis fraxinifolia,Bush-Pea,Vascular Plant,
Thermopsis mollis var. mollis,Softbush-Pea,Vascular Plant,
Thermopsis montana,Mountain Goldenbanner,Vascular Plant,
Thermopsis villosa,"Hairy Bush-Pea, Hairy False-Lupine",Vascular Plant,
Thlaspi arvense,"Field Pennycress, Fanweed, Field Pennycress, Frenchweed, Pennycress, Stinkweed",Vascular Plant,
Thlaspi perfoliatum,"Pennycress, Perfoliate Penny-Cress",Vascular Plant,
Thomomys bottae,Botta's Pocket Gopher,Mammal,
Thomomys monticola,Mountain Pocket Gopher,Mammal,
Thomomys talpoides,Northern Pocket Gopher,Mammal,
Thryomanes bewickii,Bewick's Wren,Bird,
Thryomanes bewickii altus,Appalachian Bewick's Wren,Bird,Species of Concern
Thryothorus ludovicianus,Carolina Wren,Bird,
Thuidium allenii,Allen's Thuidium Moss,Nonvascular Plant,
Thuidium delicatulum,Delicate Thuidium Moss,Nonvascular Plant,
Thuidium recognitum,Thuidium Moss,Nonvascular Plant,
Thuja occidentalis,Northern White Cedar,Vascular Plant,
Thymallus arcticus,Arctic Grayling,Fish,
Thysanocarpus curvipes,"Lacepod Mustard, Sand Fringepod, Sand Lacepod",Vascular Plant,
Tiarella cordifolia,"Heartleaf Foamflower, Heart-Leaved Foam-Flower",Vascular Plant,
Tiarella cordifolia var. collina,Wherry's Foamflower,Vascular Plant,
Tiarella cordifolia var. cordifolia,Foamflower,Vascular Plant,
Tilia americana,American Basswood,Vascular Plant,
Tilia americana var. americana,American Basswood,Vascular Plant,
Tilia americana var. heterophylla,White Basswood,Vascular Plant,
Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",Vascular Plant,
Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Vascular Plant,Species of Concern
Tonestus lyallii,"Alpine Goldenweed, Lyall's Goldenweed",Vascular Plant,
Torilis arvensis,Spreading Hedgeparsley,Vascular Plant,
Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",Vascular Plant,
Torilis nodosa,"Knotted Hedgeparsley, Knotted Hedge-Parsley",Vascular Plant,
Torreya californica,"California Nutmeg, California Torreya",Vascular Plant,
Torreyochloa erecta,Spiked False Mannagrass,Vascular Plant,
Torreyochloa pallida var. pauciflora,Pale False Mannagrass,Vascular Plant,
Tortella humilis,Tortella Moss,Nonvascular Plant,
Tortella tortuosa,Tortured Tortella Moss,Nonvascular Plant,
Tortula ammonsiana,Ammon's Screw-Moss,Nonvascular Plant,Species of Concern
Tortula amphidiacea,Tortula Moss,Nonvascular Plant,
Tortula fragilis,Fragmented Screw-Moss,Nonvascular Plant,
Townsendia alpigena,Wyoming Townsend Daisy,Vascular Plant,
Townsendia condensata var. condensata,Cushion Townsend Daisy,Vascular Plant,
Townsendia hookeri,"Hooker's Townsend Daisy, Hooker's Townsend-Daisy, Hooker's Townsendia",Vascular Plant,
Townsendia leptotes,"Common Townsend Daisy, Common Townsendia",Vascular Plant,
Townsendia parryi,"Parry's Townsend Daisy, Parry's Townsendia",Vascular Plant,
Townsendia spathulata,Sword Townsend Daisy,Vascular Plant,
Toxicodendron diversilobum,Pacific Poison Oak,Vascular Plant,
Toxicodendron radicans ssp. radicans,Eastern Poison Ivy,Vascular Plant,
Toxicodendron rydbergii,"Poison Ivy, Western Poison Ivy",Vascular Plant,
Toxostoma redivivum,California Thrasher,Bird,
Toxostoma rufum,Brown Thrasher,Bird,
Trachemys scripta,Slider,Reptile,
Trachemys scripta troostii,Cumberland Slider,Reptile,
Tradescantia ohiensis,Ohio Spiderwort,Vascular Plant,
Tradescantia subaspera,Zigzag Spiderwort,Vascular Plant,
Tradescantia subaspera var. montana,Mountain Spiderwort,Vascular Plant,
Tradescantia subaspera var. subaspera,Spiderwort,Vascular Plant,
Tradescantia virginiana,Virginia Spiderwort,Vascular Plant,
Tragopogon dubius,"Common Salsify, Goat's Beard, Goatsbeard, Meadow Goat's-Beard, Salsifis Majeur, Salsify, Western Goat's Beard, Western Salsify, Wild Oysterplant, Yellow Goat's Beard, Yellow Salsify",Vascular Plant,
Tragopogon porrifolius,"Common Salsify, Goatsbeard, Purple Salsify, Salsify, Salsify",Vascular Plant,
Tragopogon pratensis,"Yellow Goat's-Beard, Yellow Goatsbeard",Vascular Plant,
Trautvetteria caroliniensis,"Carolina Tassel-Rue, False Bugbane, Carolina Bugbane, Carolina Tassel-Rue, Falsebugbane",Vascular Plant,
Trematodon longicollis,Trematodon Moss,Nonvascular Plant,
Tribulus terrestris,"Bullhead, Caltrop, Goathead, Mexican Sandbur, Puncture Vine, Texas Sandbur",Vascular Plant,
Trichomanes boschianum,"Appalachian Bristle Fern, Bristle-Fern",Vascular Plant,
Trichomanes intricatum,Weft Fern,Vascular Plant,
Trichomanes petersii,"Dwarf Filmy Fern, Dwarf Filmy-Fern",Vascular Plant,
Trichophorum caespitosum,Tufted Bulrush,Vascular Plant,
Trichophorum caespitosus,Deerhair Bulrush,Vascular Plant,
Trichostema dichotomum,"Bluecurls, Forked Bluecurls",Vascular Plant,
Trichostema lanceolatum,Vinegarweed,Vascular Plant,
Trichostema oblongum,Oblong Bluecurls,Vascular Plant,
Tridens flavus,"Purpletop Tridens, Tall Purple-Top Fluffgrass",Vascular Plant,
Tridens flavus var. chapmanii,Chapman's Purple Top,Vascular Plant,
Tridens flavus var. flavus,Purple Top,Vascular Plant,
Trientalis borealis,Star-Flower,Vascular Plant,
Trientalis latifolia,"Broadleaf Starflower, Western Starflower",Vascular Plant,
Trifolium arvense,Rabbitfoot Clover,Vascular Plant,
Trifolium aureum,"Golden Clover, Yellow Or Hop-Clover",Vascular Plant,
Trifolium bolanderi,Parasol Clover,Vascular Plant,Species of Concern
Trifolium breweri,Forest Clover,Vascular Plant,
Trifolium campestre,"Low Hop Clover, Low Hop-Clover, Big Hop Clover, Field Clover, Large Hop Clover, Lesser Hop Clover, Low Hop Clover",Vascular Plant,
Trifolium ciliolatum,Foothill Clover,Vascular Plant,
Trifolium cyathiferum,Cup Clover,Vascular Plant,
Trifolium dubium,"Hop Clover, Smallhop Clover, Suckling Clover, Smaller Hop-Clover, Suckling Clover",Vascular Plant,
Trifolium gracilentum var. gracilentum,Pinpoint Clover,Vascular Plant,
Trifolium haydenii,Hayden's Clover,Vascular Plant,
Trifolium hybridum,Alsike Clover,Vascular Plant,
Trifolium incarnatum,Crimson Clover,Vascular Plant,
Trifolium microcephalum,"Littlehead Clover, Smallhead Clover, Small-Head Clover",Vascular Plant,
Trifolium obtusiflorum,Clammy Clover,Vascular Plant,
Trifolium oliganthum,Fewflower Clover,Vascular Plant,
Trifolium pratense,Red Clover,Vascular Plant,
Trifolium repens,"Dutch Clover, Ladino Clover, White Clover, White Dutch Clover, White Clover",Vascular Plant,
Trifolium variegatum,"Whitetip Clover, White-Tip Clover",Vascular Plant,
Trifolium willdenovii,Tomcat Clover,Vascular Plant,
Trifolium wormskioldii,"Cow Clover, Cows Clover, Sierra Clover",Vascular Plant,
Triglochin concinna var. debilis,Desert Arrow-Grass,Vascular Plant,
Triglochin maritima,"Arrow-Grass, Seaside Arrowgrass",Vascular Plant,
Triglochin palustre,Slender Arrow-Grass,Vascular Plant,
Trillium angustipetalum,Narrowpetal Wakerobin,Vascular Plant,
Trillium catesbaei,Catesby's Trillium,Vascular Plant,
Trillium cuneatum,"Little Sweet Trillium, Sessile-Flowered Maroon Trillium",Vascular Plant,
Trillium erectum,"Ill-Scent Trillium, Wake Robin",Vascular Plant,
Trillium flexipes,Jennison's White Trillium,Vascular Plant,
Trillium grandiflorum,"Large-Flower Trillium, White Trillium",Vascular Plant,
Trillium luteum,Yellow Trillium,Vascular Plant,
Trillium pusillum var. pusillum,Dwarf Wakerobin,Vascular Plant,Species of Concern
Trillium rugelii,Southern Nodding Trillium,Vascular Plant,
Trillium simile,Sweet White Trillium,Vascular Plant,
Trillium undulatum,Painted Trillium,Vascular Plant,
Trillium vaseyi,Vasey's Trillium,Vascular Plant,
Tringa flavipes,Lesser Yellowlegs,Bird,
Tringa incana,Wandering Tattler,Bird,
Tringa melanoleuca,Greater Yellowlegs,Bird,
Tringa semipalmata,Willet,Bird,
Tringa solitaria,Solitary Sandpiper,Bird,
Triodanis biflora,Small Venus' Looking-Glass,Vascular Plant,
Triodanis perfoliata var. perfoliata,Venus? Looking-Glass,Vascular Plant,
Triosteum angustifolium,Yellowfruit Horsegentian,Vascular Plant,
Triosteum aurantiacum,"Coffee Tinker's-Weed, Horse-Gentian",Vascular Plant,
Triosteum perfoliatum,Feverwort,Vascular Plant,
Triphora trianthophora,Nodding Pogonia,Vascular Plant,
Tripsacum dactyloides,Eastern Gamma Grass,Vascular Plant,
Trisetum canescens,Tall Trisetum,Vascular Plant,
Trisetum spicatum,Spike Trisetum,Vascular Plant,
Trisetum wolfii,"Wolf Trisetum, Wolf's Trisetum",Vascular Plant,
Triteleia dudleyi,Dudley's Triteleia,Vascular Plant,
Triteleia grandiflora var. grandiflora,Largeflower Triteleia,Vascular Plant,
Triteleia hyacinthina,"White Brodiaea, Wild Hyacinth",Vascular Plant,
Triteleia ixioides ssp. anilina,Prettyface,Vascular Plant,
Triteleia ixioides ssp. scabra,Prettyface,Vascular Plant,
Triteleia laxa,Ithuriel's Spear,Vascular Plant,
Triteleia lugens,Coast Range Triteleia,Vascular Plant,
Triteleia montana,Sierra Triteleia,Vascular Plant,
Triticum aestivum,"Common Wheat, Wheat, Cultivated Wheat, Wheat",Vascular Plant,
Troglodytes aedon,House Wren,Bird,
